description,id,protected,url,public_metrics,verified,pinned_tweet_id,username,location,name,profile_image_url,created_at,withheld
#18〜25歳で活動中！(社会人🆗) | 学生ネットビジネス界最大のコミュニティ🌎 | SNSで楽しく稼いでいる団体(現時点→500名超え) | #働かない選択肢をつくる | 団体の普段の活動やメンバーの活動を投稿していきます | 新規メンバー募集中🔥気になることがあればDMどうぞ！📩,1187023640505634817,False,https://t.co/o8EEVM9Dpx,"{'followers_count': 223, 'following_count': 306, 'tweet_count': 20951, 'listed_count': 0}",False,1.225783630170972e+18,A_sup_0303,⬇️ 全国の沢山の仲間が貴方の【参加】を待っています,CLUB🌎学生団体,https://pbs.twimg.com/profile_images/1207921378839515136/spuZ3lSj_normal.jpg,2019-10-23T15:11:10.000Z,
Threads about #France 📸,1512584037369589761,False,,"{'followers_count': 333, 'following_count': 598, 'tweet_count': 55, 'listed_count': 1}",False,1.535892716608946e+18,franceenphoto,Frankreich,La France en photos 🇨🇵,https://pbs.twimg.com/profile_images/1535537396296695817/yRV7ZX_7_normal.jpg,2022-04-09T00:13:01.000Z,
Les choses de la vie. Journaliste à @France2tv @Francetele Dans les choses banales on trouve toujours de l’extraordinaire si l’on exerce son œil.,381984284,False,,"{'followers_count': 353, 'following_count': 998, 'tweet_count': 3670, 'listed_count': 11}",False,,Mimouni_Jamila,,Jamila Mimouni,https://pbs.twimg.com/profile_images/1228764978762612736/Yua-3fof_normal.jpg,2011-09-29T08:55:47.000Z,
"Combat la manipulation médiatique, la destruction de l environnement,le consumérisme 🌍🦥🐋🐝🌳",1177157444650373121,False,,"{'followers_count': 332, 'following_count': 449, 'tweet_count': 7574, 'listed_count': 0}",False,,DalieMali,,sniper de media,https://pbs.twimg.com/profile_images/1177157607636852737/uLsB9Cut_normal.jpg,2019-09-26T09:46:35.000Z,
Graffiti & hip-hop addict /// graffiti NFT’S,59151102,False,https://t.co/N6SNIqD3iQ,"{'followers_count': 394, 'following_count': 170, 'tweet_count': 7423, 'listed_count': 4}",False,,mat_lem01,France,Mathieu (mateo) ⭐️⭐️,https://pbs.twimg.com/profile_images/1330879646704001033/YOkkMwd2_normal.jpg,2009-07-22T15:14:51.000Z,
"🇲🇽 🏳️‍🌈 ☭ | 420, Red Bull & Zoloft. ~ Any pronouns. ~ Aspec. ~ Escribo cosas queer y depresivas igual que yo: https://t.co/Y8xHjTgORs",16108045,False,https://t.co/12nBqmfcMf,"{'followers_count': 1033, 'following_count': 254, 'tweet_count': 111095, 'listed_count': 46}",False,1.5114837634814075e+18,g_clayton,"15 Yemen Road, Yemen",G. Clayton ⚡️,https://pbs.twimg.com/profile_images/1518708565405364224/RrmeeOgm_normal.jpg,2008-09-03T03:47:22.000Z,
💕 Suivez nous pour découvrir les profiles de femmes proche de chez vous 🇫🇷        👉  https://t.co/h4AL4UuKgC,1440555834065317888,False,,"{'followers_count': 960, 'following_count': 73, 'tweet_count': 4095, 'listed_count': 1}",False,1.533753209008935e+18,CelibatairesF,,🇫🇷 Rencontres Femmes Célibataires France ⭐⭐,https://pbs.twimg.com/profile_images/1529846025871138821/zy8BIMI-_normal.png,2021-09-22T05:57:40.000Z,
"Blogger & Storyteller. conference Speaker.
Chief strategist @LoomansJulia & CTO.
Creator of #shopping .
#instagram #love #instagood",1533390846724292608,False,https://t.co/YFRQ6pKdqW,"{'followers_count': 1, 'following_count': 1, 'tweet_count': 854, 'listed_count': 0}",False,,LoomansJulia,Netherlands,Julia Loomans,https://pbs.twimg.com/profile_images/1533392010010316803/Tgw6iiTN_normal.jpg,2022-06-05T10:12:15.000Z,
I love Paris #Paris @DialedTiger,794485412328800256,False,https://t.co/E5yK001XOA,"{'followers_count': 105, 'following_count': 12, 'tweet_count': 48561, 'listed_count': 9}",False,,liebe_paris,"Paris, France",Paris Liebe,https://pbs.twimg.com/profile_images/794487185756057601/QarVoJCS_normal.jpg,2016-11-04T10:24:17.000Z,
Tech&Travel,289386178,False,,"{'followers_count': 91, 'following_count': 183, 'tweet_count': 11982, 'listed_count': 13}",False,,xvrgrane,,Mr. Grein,https://pbs.twimg.com/profile_images/1330339732/xvr_normal.jpg,2011-04-28T15:15:44.000Z,
Comparateur de voyage 🧳 Trouver des vols ✈️ Réserver des hôtels 🏨 Explorer des circuits 🎫 Nous recherchons les meilleures offres et nous vous proposons le me,1300124945960361984,False,https://t.co/sVzqC2RZi8,"{'followers_count': 695, 'following_count': 25, 'tweet_count': 1590, 'listed_count': 2}",False,1.302188048533381e+18,eLandFly_FR,🌎 Dans le monde entier!,eLandFly FR,https://pbs.twimg.com/profile_images/1300125028063870978/UqP_uF_V_normal.jpg,2020-08-30T17:35:27.000Z,
"vogue,series,TV,music,celebrity.(All about the pop culture) 📚🍿🎶📺🎥",1535173575128367107,False,,"{'followers_count': 3, 'following_count': 7, 'tweet_count': 25, 'listed_count': 0}",False,,CultureFadsy,,Culture Fadsy 🍿🇬🇭,https://pbs.twimg.com/profile_images/1535198137211551746/PzMfmRA4_normal.jpg,2022-06-10T08:15:33.000Z,
,1519342936634372098,False,,"{'followers_count': 4, 'following_count': 17, 'tweet_count': 516, 'listed_count': 0}",False,,deva_ramkelawan,,Deva Ramkelawan,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,2022-04-27T15:50:51.000Z,
旅する着物作家のやまもとゆみです。 shop＞https://t.co/cUkWYuDkPr instagram @yamamotoyumi 「こけし」「着物と着物まわりのかわいいもの」https://t.co/Q9FpP0o6zs作品取り扱い/idx JAPAN/コルメキッサ,62833364,False,https://t.co/tw88055uRw,"{'followers_count': 2306, 'following_count': 814, 'tweet_count': 44257, 'listed_count': 88}",False,1.0758988760563956e+18,yamamotoyumi,TOKYO,やまもとゆみ Tokyo◁▷Paris,https://pbs.twimg.com/profile_images/748692438621884417/sHT-F99c_normal.jpg,2009-08-04T14:37:22.000Z,
,3052618116,False,,"{'followers_count': 145, 'following_count': 210, 'tweet_count': 3934, 'listed_count': 2}",False,1.5283400624836444e+18,TeaGpcl,"Joinville-le-Pont, France",Téa 🧸,https://pbs.twimg.com/profile_images/1528340316184518656/5Dexmc8U_normal.jpg,2015-03-01T14:27:18.000Z,
'Do not go where the path may lead. Go instead where there is no path and leave a trail' #crypto #trading #investing #cryptocurrency #markets #Defi #staking,1449754336087662594,False,,"{'followers_count': 181, 'following_count': 768, 'tweet_count': 2105, 'listed_count': 8}",False,1.5234408745075791e+18,cyberspace2140,BlockchainCity,Cyberspace2140,https://pbs.twimg.com/profile_images/1449760700063227907/fOtkabzi_normal.jpg,2021-10-17T15:09:39.000Z,
Je vous accompagne dans votre transition #Numérique - CEO @Innovalead - #Management #TransFoNum #CyberSécurité - Partenaire @Solainn - CoFondateur #Palamède,570041419,False,https://t.co/rsDFKB9731,"{'followers_count': 3800, 'following_count': 4268, 'tweet_count': 30676, 'listed_count': 495}",False,,pascal_baratoux,Auvergne - Paris - France,Pascal Baratoux,https://pbs.twimg.com/profile_images/1247880321132949507/9qIHJ4rv_normal.jpg,2012-05-03T14:59:33.000Z,
Paris as you have never seen it 🔞 100% fact-based. Get ready for your next trip here ✈️ Support us to disclose the truth and change things!,1535002083216494592,False,,"{'followers_count': 4, 'following_count': 37, 'tweet_count': 9, 'listed_count': 0}",False,1.53550454930108e+18,SurviveParis,"Paris, France",Survive Paris,https://pbs.twimg.com/profile_images/1535585402765160449/431WwgXA_normal.jpg,2022-06-09T20:53:30.000Z,
Singer/songwriter currently working with poet & Tim Buckley lyricist Larry Beckett. Formerly of The Long Lost Band. Acoustic guitar player. 12 & 6 String.,916980725160738816,False,https://t.co/2VVe4z6gpf,"{'followers_count': 256, 'following_count': 626, 'tweet_count': 2725, 'listed_count': 3}",False,1.5123425957116805e+18,stuartanthonyuk,"North West, England",Stuart Anthony,https://pbs.twimg.com/profile_images/1457371492979773453/7A-w-Tyv_normal.jpg,2017-10-08T10:56:56.000Z,
FIL INFO Transports Alpes & Léman - Association Rail Dauphiné Savoie Léman - membre de la FNAUT,776825815535419392,False,https://t.co/EUM08gHjzd,"{'followers_count': 1125, 'following_count': 2753, 'tweet_count': 15917, 'listed_count': 24}",False,1.5335366728051791e+18,assoARDSL,Auvergne-Rhône-Alpes,ARDSL-AEDTF,https://pbs.twimg.com/profile_images/1205107776038547457/hPlMQBqk_normal.jpg,2016-09-16T16:51:22.000Z,
🌏 #UCE Union des Centristes et des Écologistes @uce_fr en #IledeFrance,1370402564513136641,False,https://t.co/iFoUGQ3dSo,"{'followers_count': 778, 'following_count': 5001, 'tweet_count': 3115, 'listed_count': 1}",False,1.514871549265916e+18,uce_iledefrance,,UCE Ile de France,https://pbs.twimg.com/profile_images/1525087195576643584/2kcWBcgv_normal.jpg,2021-03-12T15:53:36.000Z,
Blog/réseau de quartier d'info & échanges entre voisins créé en 2010 par Sabine D. en même temps que le vide-grenier du même nom (élevé par l'autre asso.TamTam),3001130031,False,http://t.co/oL1ZYJngsx,"{'followers_count': 216, 'following_count': 92, 'tweet_count': 3427, 'listed_count': 9}",False,1.5023736686928975e+18,TamTamColonie,Argenteuil La Colonie Orgemont,tamtamcolonie,https://pbs.twimg.com/profile_images/560126706405502976/e0fk_dDo_normal.jpeg,2015-01-27T10:36:09.000Z,
"Super, l’actu en un éclair | Discord https://t.co/lhZp8yZPO6 | YouTube https://t.co/avSlhgjoTu…",1533005706974076931,False,https://t.co/Pl3nYwNfnL,"{'followers_count': 60, 'following_count': 72, 'tweet_count': 71, 'listed_count': 0}",False,1.5360185721699533e+18,Supermedia_off,Paris,Super,https://pbs.twimg.com/profile_images/1534854957022777344/pF48Xh9p_normal.jpg,2022-06-04T08:40:42.000Z,
"@Ruptly's account has been withheld in Portugal, Finland, Sweden, Ireland, Slovenia, Czech Republic, Poland, Slovakia, Hungary, Italy, Malta, Germany, Greece, Romania, Netherlands, Bulgaria, Austria, Luxembourg, Latvia, United Kingdom, Denmark, Lithuania, Croatia, Estonia, Cyprus, France, Spain, Belgium in response to a legal demand. Learn more.",934399189,False,,"{'followers_count': 118107, 'following_count': 506, 'tweet_count': 122028, 'listed_count': 2143}",True,,Ruptly,,,,2012-11-08T12:31:00.000Z,"{'country_codes': ['AT', 'BE', 'BG', 'CY', 'CZ', 'DE', 'DK', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'HR', 'HU', 'IE', 'IT', 'LT', 'LU', 'LV', 'MT', 'NL', 'PL', 'PT', 'RO', 'SE', 'SI', 'SK'], 'scope': 'user'}"
Secret lies within 💫,1513831161411555331,False,,"{'followers_count': 3, 'following_count': 118, 'tweet_count': 44, 'listed_count': 0}",False,,Amihoney14,,Himanshu Yadav,https://pbs.twimg.com/profile_images/1535793415115673600/B98G_fG__normal.jpg,2022-04-12T10:47:50.000Z,
"Web radio basée à Bordeaux, ouverte à tous les musiciens qui souhaitent promouvoir leurs projets musicaux.
Il suffit de nous contacter.",1390289676695654401,False,https://t.co/ax0CazWVcH,"{'followers_count': 99, 'following_count': 213, 'tweet_count': 8627, 'listed_count': 0}",False,1.4940369656956232e+18,DoffouRadio,Bordeaux ,Doffou Radio Bordeaux,https://pbs.twimg.com/profile_images/1390294347007119360/ADSRgyrR_normal.jpg,2021-05-06T12:58:43.000Z,
{Experimenta y reinarás} {Audiovisual & New Media} {Director en @NarrarelFuturo} {Productor en @ArmadilloMedia} {Profesor Asociado en @CineUTADEO},6964542,False,https://t.co/bF4II8gpjp,"{'followers_count': 6254, 'following_count': 3214, 'tweet_count': 56852, 'listed_count': 251}",False,1.0632321719079156e+18,alejandroangel,"Bogotá, Colombia",Alejandro Angel,https://pbs.twimg.com/profile_images/1272253316718891009/ZwLf2X_M_normal.jpg,2007-06-20T12:28:32.000Z,
"Habe niemals Angst etwas neues auszuprobieren, bedenke die Arche wurde von Amateuren gebaut, die Titanic von Profis.",1227237320694226944,False,,"{'followers_count': 11, 'following_count': 62, 'tweet_count': 1876, 'listed_count': 0}",False,,MaxwellSmart77,,Maxwell Smart,https://pbs.twimg.com/profile_images/1433390249581940738/38iCoQ7N_normal.jpg,2020-02-11T14:26:12.000Z,
♊︎ 📍FR🇫🇷,1522133026637254656,False,,"{'followers_count': 57, 'following_count': 179, 'tweet_count': 985, 'listed_count': 0}",False,1.5221489872639836e+18,adeline_dvs,,꧁Adᥱᥣιᥒᥱ꧂🐚🪸,https://pbs.twimg.com/profile_images/1522133405844099074/rybFhN9r_normal.jpg,2022-05-05T08:36:40.000Z,
,399628041,False,https://t.co/g8TOhzuiEv,"{'followers_count': 1016, 'following_count': 35, 'tweet_count': 10383, 'listed_count': 10}",False,,StarsParisStars,,StarsàParis,https://pbs.twimg.com/profile_images/1143851726874824705/CZC3SdWP_normal.png,2011-10-27T19:55:56.000Z,
"Half French, half swedish, living in Stockholm",127206209,False,https://t.co/SW8zmFOmgj,"{'followers_count': 61, 'following_count': 174, 'tweet_count': 218, 'listed_count': 0}",False,,erik_franck,"Stockholm, Schweden",Erik Franck,https://pbs.twimg.com/profile_images/1157428715871178752/LtETAi6N_normal.jpg,2010-03-28T12:32:13.000Z,
"hi everyone 
my name aida berejiklian I am 73 old like life and talk about everything useful",1534636344986718208,False,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 23, 'listed_count': 0}",False,,AidaBerejiklian,,aida berejiklian,https://pbs.twimg.com/profile_images/1534639782546001926/NiFEUVeO_normal.jpg,2022-06-08T20:41:14.000Z,
COMPTE exclusivement PERSONNEL n’engageant donc aucune autorité publique.,560359496,False,https://t.co/bGiOitp8eZ,"{'followers_count': 6541, 'following_count': 3919, 'tweet_count': 5869, 'listed_count': 40}",False,,prajoelina,Antananarivo (Madagascar),Patrick Rajoelina,https://pbs.twimg.com/profile_images/1387799782807281671/OZp6Kd03_normal.jpg,2012-04-22T15:14:45.000Z,
Bookings: troy@thehangoutsessions.com,803414766,False,https://t.co/fsUR2Qhjik,"{'followers_count': 7564, 'following_count': 7684, 'tweet_count': 8485, 'listed_count': 1}",False,1.530395958458073e+18,El_Jey_SA,World,EL JEY..,https://pbs.twimg.com/profile_images/1528988257438027776/3OCtONfo_normal.jpg,2012-09-04T23:24:40.000Z,
"Le Paris d'antan par les cartes postales du début du XXe siècle (entre 1900 et 1914 généralement), par @cartorum
✏ Corrections sur les pages en lien.",1405930262651932674,False,https://t.co/RMXvNCxYyV,"{'followers_count': 642, 'following_count': 42, 'tweet_count': 10981, 'listed_count': 5}",False,,ParisAntan,"Paris, Frankreich",Paris d'autrefois,https://pbs.twimg.com/profile_images/1405932282439929862/xx65L9q7_normal.jpg,2021-06-18T16:48:14.000Z,
"Concerts, expositions, balades, visites... Retrouvez en un clin d'œil tous les événements Parisiens sur votre application mobile Parissi 🎉",1274257731713671168,False,https://t.co/ffDTd7Gqlh,"{'followers_count': 280, 'following_count': 1098, 'tweet_count': 24833, 'listed_count': 1}",False,1.52725948613777e+18,parissi_app,"Paris, France",parissi,https://pbs.twimg.com/profile_images/1274260106809683968/Z3ln0INa_normal.jpg,2020-06-20T08:28:23.000Z,
,1497450384306098181,False,,"{'followers_count': 25, 'following_count': 32, 'tweet_count': 30, 'listed_count': 2}",False,1.4974604823657062e+18,shahwan_1727,Koenigreich Saudi-Arabien,shahwan,https://pbs.twimg.com/profile_images/1497461600139329538/OhA1A313_normal.jpg,2022-02-26T05:56:31.000Z,
"Photographer, Cinematographer, Editor, based in France",1730621040,False,,"{'followers_count': 12, 'following_count': 52, 'tweet_count': 197, 'listed_count': 0}",False,,LukeCoutts,"Paris, Frankreich",Luke Coutts ,https://pbs.twimg.com/profile_images/1091675201333616640/cuHd-HxT_normal.jpg,2013-09-05T03:17:40.000Z,
"Tweeting about the actual waiting time and which attraction is interrupted in Disneyland Paris.

Not allied to the Disney company.",791590844050599936,False,https://t.co/LpG45zd77d,"{'followers_count': 2797, 'following_count': 42, 'tweet_count': 138081, 'listed_count': 20}",False,1.4769990503313695e+18,DlpStats,"Marne-la-Vallée, France",DLP Stats,https://pbs.twimg.com/profile_images/1239268823301324807/teASgU5A_normal.jpg,2016-10-27T10:42:19.000Z,
"Les stars du rire !
De 06h à 10h, c'est le #MorningDuRire avec Bruno Roblès ! 🔊",372453366,False,https://t.co/eLWeJYMCE5,"{'followers_count': 22495, 'following_count': 783, 'tweet_count': 38763, 'listed_count': 199}",True,,rirechansons,"Paris, France",Rire et Chansons,https://pbs.twimg.com/profile_images/1231647104088584195/N9An0p92_normal.jpg,2011-09-12T20:10:39.000Z,
For latest news from Telangana and Hyderabad in real time. Telangana's True Newspaper.,4767528991,False,https://t.co/7gY5yJKOkZ,"{'followers_count': 256418, 'following_count': 0, 'tweet_count': 154785, 'listed_count': 137}",True,,TelanganaToday,"Hyderabad, Telangana",Telangana Today,https://pbs.twimg.com/profile_images/992742976047599616/nLkhWKoD_normal.jpg,2016-01-16T08:25:38.000Z,
,1352574787827232768,False,,"{'followers_count': 22, 'following_count': 141, 'tweet_count': 3539, 'listed_count': 0}",False,1.5130346953108234e+18,Forza22064692,,Venom,https://pbs.twimg.com/profile_images/1513179832791846918/4lNhR9WI_normal.jpg,2021-01-22T11:12:26.000Z,
"🌎 PERSONAL TRAINER & COACH MENTAL
💡 SPORT, MINDSET & NUTRITION
🌱 PLANT BASED",69271256,False,https://t.co/3iag27CXoA,"{'followers_count': 539, 'following_count': 221, 'tweet_count': 17753, 'listed_count': 113}",False,,VPTRAINER,Paris,Vincent Pedraza,https://pbs.twimg.com/profile_images/1438842582042300418/0Qkw2WS7_normal.jpg,2009-08-27T11:58:52.000Z,
"Author, military genealogist, electrician, historian, biker, mechanic, and lover of Belgian Beer. I drink and I know things.",134567530,False,https://t.co/dXdvFCWCQx,"{'followers_count': 1576, 'following_count': 1546, 'tweet_count': 1527, 'listed_count': 3}",False,1.4780020221086024e+18,craigwfisher,"South East, England",Craig W Fisher ,https://pbs.twimg.com/profile_images/1477673473078140934/xLW3id3h_normal.jpg,2010-04-18T20:22:05.000Z,
Official Chillaxation Internet Radio Station,825790602830815233,False,https://t.co/K5QCdZ9KwL,"{'followers_count': 462, 'following_count': 367, 'tweet_count': 86225, 'listed_count': 9}",False,1.238626541317378e+18,smoothjazznola,"New Orleans, LA",SmoothJazzNola,https://pbs.twimg.com/profile_images/1513479307703767040/TquE0NFO_normal.jpg,2017-01-29T19:39:56.000Z,
